Code,Expiry Date,P/C,Exercise,Bid,Offer,Last,Open Interest
ANNJ88,27/09/2018,Put,28.000,1.805,1.805,0.000,0
ANNJ58,27/09/2018,Call,28.500,0.580,0.580,0.000,0
ANNJ68,27/09/2018,Put,28.500,2.135,2.135,0.000,0
ANNJT8,27/09/2018,Call,29.000,0.440,0.440,0.000,0
ANNJU8,27/09/2018,Put,29.000,2.500,2.500,0.000,0
ANNJV8,27/09/2018,Call,29.500,0.325,0.325,0.000,0
ANNJW8,27/09/2018,Put,29.500,2.890,2.890,0.000,0
ANNKS8,27/09/2018,Call,30.000,0.235,0.235,0.000,0
ANNKT8,27/09/2018,Put,30.000,3.310,3.310,0.000,0
ANNL58,27/09/2018,Call,30.500,0.165,0.165,0.000,0
ANNL68,27/09/2018,Put,30.500,3.750,3.750,0.000,0
ANNKQ8,25/10/2018,Call,22.500,4.760,4.760,0.000,0
ANNKR8,25/10/2018,Put,22.500,0.180,0.180,0.000,0
ANNK68,25/10/2018,Call,23.000,4.295,4.295,0.000,0
ANNK78,25/10/2018,Put,23.000,0.230,0.230,0.000,0
ANNKG8,25/10/2018,Call,23.500,3.850,3.850,0.000,0
ANNKH8,25/10/2018,Put,23.500,0.295,0.295,0.000,0
ANNJX8,25/10/2018,Call,24.000,3.415,3.415,0.000,0
ANNJY8,25/10/2018,Put,24.000,0.370,0.370,0.000,0
ANNKE8,25/10/2018,Call,24.500,3.000,3.000,0.000,0
ANNKF8,25/10/2018,Put,24.500,0.470,0.470,0.000,0
ANNKC8,25/10/2018,Call,25.000,2.615,2.615,0.000,0
ANNKD8,25/10/2018,Put,25.000,0.590,0.590,0.000,0
ANNK48,25/10/2018,Call,25.500,2.245,2.245,0.000,0
ANNK58,25/10/2018,Put,25.500,0.730,0.730,0.000,0
ANNKA8,25/10/2018,Call,26.000,1.905,1.905,0.000,0
ANNKB8,25/10/2018,Put,26.000,0.900,0.900,0.000,0
ANNK28,25/10/2018,Call,26.500,1.605,1.605,0.000,0
ANNK38,25/10/2018,Put,26.500,1.105,1.105,0.000,0
ANNK88,25/10/2018,Call,27.000,1.330,1.330,0.000,500
ANNK98,25/10/2018,Put,27.000,1.335,1.335,0.000,0
ANNKM8,25/10/2018,Call,27.500,1.080,1.080,0.000,0
ANNKN8,25/10/2018,Put,27.500,1.600,1.600,0.000,0
ANNKI8,25/10/2018,Call,28.000,0.865,0.865,0.000,0
ANNKJ8,25/10/2018,Put,28.000,1.890,1.890,0.000,0
ANNKO8,25/10/2018,Call,28.500,0.685,0.685,0.000,0
ANNKP8,25/10/2018,Put,28.500,2.220,2.220,0.000,0
ANNKK8,25/10/2018,Call,29.000,0.535,0.535,0.640,0
ANNKL8,25/10/2018,Put,29.000,2.575,2.575,0.000,0
ANNJZ8,25/10/2018,Call,29.500,0.410,0.410,0.000,0
ANNK18,25/10/2018,Put,29.500,2.955,2.955,0.000,0
ANNKU8,25/10/2018,Call,30.000,0.310,0.310,0.000,0
ANNKV8,25/10/2018,Put,30.000,3.360,3.360,0.000,0
ANNL78,25/10/2018,Call,30.500,0.230,0.230,0.000,0
ANNL88,25/10/2018,Put,30.500,3.790,3.790,0.000,0
ANZMH9,17/05/2018,Call,0.010,27.760,27.760,0.000,0
ANZPX9,17/05/2018,Call,21.500,6.270,6.270,0.000,0
ANZPY9,17/05/2018,Put,21.500,0.000,0.000,0.000,0
ANZN19,17/05/2018,Call,22.000,5.770,5.770,0.000,0
ANZN29,17/05/2018,Put,22.000,0.000,0.000,0.000,0
ANZPP9,17/05/2018,Call,22.500,5.270,5.270,0.000,0
ANZPQ9,17/05/2018,Put,22.500,0.000,0.000,0.000,0
ANZNN9,17/05/2018,Call,23.000,4.775,4.775,0.000,0
ANZNQ9,17/05/2018,Put,23.000,0.000,0.000,0.000,0
ANZPR9,17/05/2018,Call,23.500,4.275,4.275,0.000,0
ANZPS9,17/05/2018,Put,23.500,0.000,0.000,0.000,0
ANZN99,17/05/2018,Call,24.000,3.775,3.775,0.000,0
ANZNM9,17/05/2018,Put,24.000,0.000,0.000,0.000,0
ANZMI9,17/05/2018,Call,24.500,3.275,3.275,0.000,0
ANZMJ9,17/05/2018,Put,24.500,0.000,0.000,0.000,0
ANZN79,17/05/2018,Call,25.000,2.775,2.775,0.000,0
ANZN89,17/05/2018,Put,25.000,0.000,0.000,0.000,100
ANZMU9,17/05/2018,Call,25.500,2.275,2.275,0.000,0
ANZMV9,17/05/2018,Put,25.500,0.000,0.000,0.000,0
ANZPL9,17/05/2018,Call,26.000,1.775,1.775,0.000,0
ANZPM9,17/05/2018,Put,26.000,0.000,0.000,0.000,100
ANZNW9,17/05/2018,Call,26.500,1.280,1.280,0.000,0
ANZNX9,17/05/2018,Put,26.500,0.000,0.000,0.000,6
ANZPN9,17/05/2018,Call,27.000,0.790,0.790,0.000,0
ANZPO9,17/05/2018,Put,27.000,0.000,0.000,0.000,200
ANZP99,17/05/2018,Call,27.500,0.340,0.340,0.000,0
ANZPK9,17/05/2018,Put,27.500,0.015,0.015,0.010,"1,000"
ANZPZ9,17/05/2018,Call,28.000,0.055,0.055,0.000,0
ANZQ19,17/05/2018,Put,28.000,0.260,0.260,0.000,0
ANZMY9,17/05/2018,Call,28.500,0.001,0.001,0.000,150
ANZMZ9,17/05/2018,Put,28.500,0.730,0.730,0.000,0
ANZQ29,17/05/2018,Call,29.000,0.000,0.000,0.000,0
ANZQ39,17/05/2018,Put,29.000,1.230,1.230,0.000,0
ANZMW9,17/05/2018,Call,29.500,0.000,0.000,0.000,0
ANZMX9,17/05/2018,Put,29.500,1.730,1.730,0.000,0
ANZPT9,17/05/2018,Call,30.000,0.000,0.000,0.000,0
ANZPU9,17/05/2018,Put,30.000,2.230,2.230,0.000,0
ANZNR9,17/05/2018,Call,30.500,0.000,0.000,0.000,0
ANZNS9,17/05/2018,Put,30.500,2.730,2.730,0.000,0
ANZPV9,17/05/2018,Call,31.000,0.000,0.000,0.000,0
ANZPW9,17/05/2018,Put,31.000,3.230,3.230,0.000,0
ANZNU9,17/05/2018,Call,31.500,0.000,0.000,0.000,0
ANZNV9,17/05/2018,Put,31.500,3.730,3.730,0.000,0
ANZQS9,17/05/2018,Call,32.000,0.000,0.000,0.000,0
ANZQT9,17/05/2018,Put,32.000,4.230,4.230,0.000,0
ANZR59,17/05/2018,Call,32.500,0.000,0.000,0.000,0
ANZR69,17/05/2018,Put,32.500,4.730,4.730,0.000,0
ANZS99,17/05/2018,Call,33.000,0.000,0.000,0.000,0
ANZSA9,17/05/2018,Put,33.000,5.230,5.230,0.000,0
ANZY49,24/05/2018,Call,0.010,27.770,27.770,0.000,25
ANZKK9,24/05/2018,Call,19.500,8.275,8.275,0.000,0
ANZKL9,24/05/2018,Put,19.500,0.000,0.000,0.000,0
ANZKN9,24/05/2018,Call,19.510,8.265,8.265,0.000,0
ANZKO9,24/05/2018,Put,19.510,0.000,0.000,0.000,0
ANZRQ8,24/05/2018,Call,22.000,5.780,5.780,0.000,0
ANZRR8,24/05/2018,Put,22.000,0.000,0.000,0.000,0
ANZRS8,24/05/2018,Call,22.010,5.770,5.770,0.000,370
ANZRT8,24/05/2018,Put,22.010,0.000,0.000,0.000,0
ANZU28,24/05/2018,Call,23.000,4.780,4.780,0.000,0
ANZU38,24/05/2018,Put,23.000,0.000,0.000,0.000,0
ANZU48,24/05/2018,Call,23.010,4.770,4.770,0.000,0
ANZU58,24/05/2018,Put,23.010,0.000,0.000,0.000,"1,000"
ANZU68,24/05/2018,Call,23.500,4.280,4.280,0.000,0
ANZU78,24/05/2018,Put,23.500,0.000,0.000,0.000,470
ANZU88,24/05/2018,Call,23.510,4.270,4.270,0.000,0
ANZU98,24/05/2018,Put,23.510,0.000,0.000,0.000,0
ANZG78,24/05/2018,Call,24.000,3.780,3.780,0.000,0
ANZG88,24/05/2018,Put,24.000,0.000,0.000,0.000,315
ANZRW8,24/05/2018,Call,24.010,3.770,3.770,0.000,0
ANZRX8,24/05/2018,Put,24.010,0.000,0.000,0.000,200
ANZCX7,24/05/2018,Call,24.500,3.280,3.280,0.000,0
ANZCY7,24/05/2018,Put,24.500,0.000,0.000,0.000,690
ANZRY8,24/05/2018,Call,24.510,3.270,3.270,0.000,0
ANZRZ8,24/05/2018,Put,24.510,0.000,0.000,0.000,268
ANZBZ7,24/05/2018,Call,25.000,2.785,2.785,0.000,0
ANZC17,24/05/2018,Put,25.000,0.000,0.000,0.000,872
ANZZ47,24/05/2018,Call,25.010,2.775,2.775,0.000,260
ANZZ57,24/05/2018,Put,25.010,0.000,0.000,0.000,200
ANZXO9,24/05/2018,Call,25.500,2.285,2.285,0.000,0
ANZXP9,24/05/2018,Put,25.500,0.000,0.000,0.000,"3,515"
ANZZ67,24/05/2018,Call,25.510,2.275,2.275,0.000,382
ANZZ77,24/05/2018,Put,25.510,0.000,0.000,0.000,268
ANZWO9,24/05/2018,Call,26.000,1.790,1.790,0.000,0
ANZWP9,24/05/2018,Put,26.000,0.000,0.000,0.000,"1,649"
ANZZ87,24/05/2018,Call,26.010,1.780,1.780,0.000,373
ANZB68,24/05/2018,Put,26.010,0.000,0.000,0.000,520
ANZXQ9,24/05/2018,Call,26.500,1.300,1.300,0.000,16
ANZXR9,24/05/2018,Put,26.500,0.002,0.002,0.000,"1,063"
ANZE68,24/05/2018,Call,26.510,1.290,1.290,0.000,"10,019"
ANZE78,24/05/2018,Put,26.510,0.003,0.003,0.000,"1,046"
ANZWQ9,24/05/2018,Call,27.000,0.835,0.835,0.000,0
ANZWW9,24/05/2018,Put,27.000,0.025,0.025,0.000,"1,531"
ANZS18,24/05/2018,Call,27.010,0.825,0.825,0.000,"1,440"
ANZS28,24/05/2018,Put,27.010,0.025,0.025,0.050,400
ANZXS9,24/05/2018,Call,27.500,0.430,0.430,0.000,253
ANZY19,24/05/2018,Put,27.500,0.120,0.120,0.000,"1,558"
ANZI47,24/05/2018,Call,27.510,0.420,0.420,0.000,572
ANZI57,24/05/2018,Put,27.510,0.120,0.120,0.000,"1,859"
ANZWX9,24/05/2018,Call,28.000,0.145,0.145,0.150,303
ANZX29,24/05/2018,Put,28.000,0.360,0.360,0.000,506
ANZIT7,24/05/2018,Call,28.010,0.140,0.140,0.000,803
ANZIW7,24/05/2018,Put,28.010,0.370,0.370,0.000,"1,089"
ANZY29,24/05/2018,Call,28.500,0.025,0.025,0.025,"1,684"
ANZY39,24/05/2018,Put,28.500,0.755,0.755,0.000,16
ANZLW7,24/05/2018,Call,28.510,0.025,0.025,0.000,172
ANZLX7,24/05/2018,Put,28.510,0.760,0.760,0.730,267
ANZXB9,24/05/2018,Call,29.000,0.002,0.002,0.000,916
ANZXC9,24/05/2018,Put,29.000,1.230,1.230,1.230,22
ANZLY7,24/05/2018,Call,29.010,0.002,0.002,0.000,810
ANZLZ7,24/05/2018,Put,29.010,1.235,1.235,0.000,750
ANZXD9,24/05/2018,Call,29.500,0.000,0.000,0.000,276
ANZXF9,24/05/2018,Put,29.500,1.730,1.730,0.000,0
ANZM17,24/05/2018,Call,29.510,0.000,0.000,0.000,988
ANZM27,24/05/2018,Put,29.510,1.730,1.730,0.000,910
ANZX39,24/05/2018,Call,30.000,0.000,0.000,0.000,716
ANZX49,24/05/2018,Put,30.000,2.230,2.230,0.000,200
ANZNV8,24/05/2018,Call,30.010,0.000,0.000,0.000,0
ANZNW8,24/05/2018,Put,30.010,2.230,2.230,0.000,393
ANZXG9,24/05/2018,Call,30.500,0.000,0.000,0.000,12
ANZXH9,24/05/2018,Put,30.500,2.730,2.730,0.000,0
ANZXD8,24/05/2018,Call,30.510,0.000,0.000,0.000,0
ANZXF8,24/05/2018,Put,30.510,2.730,2.730,0.000,0
ANZX59,24/05/2018,Call,31.000,0.000,0.000,0.000,589
ANZXA9,24/05/2018,Put,31.000,3.230,3.230,0.000,0
ANZTZ8,24/05/2018,Call,31.010,0.000,0.000,0.000,0
ANZU18,24/05/2018,Put,31.010,3.230,3.230,0.000,240
ANZXI9,24/05/2018,Call,31.500,0.000,0.000,0.000,0
ANZXJ9,24/05/2018,Put,31.500,3.730,3.730,0.000,0
ANZXM9,24/05/2018,Call,32.000,0.000,0.000,0.000,250
ANZXN9,24/05/2018,Put,32.000,4.230,4.230,0.000,0
ANZL77,24/05/2018,Call,32.010,0.000,0.000,0.000,0
ANZL87,24/05/2018,Put,32.010,4.230,4.230,0.000,392
ANZXK9,24/05/2018,Call,32.500,0.000,0.000,0.000,0
ANZXL9,24/05/2018,Put,32.500,4.730,4.730,0.000,0
ANZXV7,24/05/2018,Call,32.510,0.000,0.000,0.000,0
ANZXW7,24/05/2018,Put,32.510,4.730,4.730,0.000,0
ANZXY7,24/05/2018,Call,33.000,0.000,0.000,0.000,0
ANZXZ7,24/05/2018,Put,33.000,5.230,5.230,0.000,0
ANZY17,24/05/2018,Call,33.010,0.000,0.000,0.000,0
ANZY27,24/05/2018,Put,33.010,5.230,5.230,0.000,323
ANZKP9,24/05/2018,Call,33.500,0.000,0.000,0.000,0
ANZKQ9,24/05/2018,Put,33.500,5.730,5.730,0.000,0
ANZKR9,24/05/2018,Call,33.510,0.000,0.000,0.000,0
ANZKS9,24/05/2018,Put,33.510,5.730,5.730,0.000,0
ANZST9,31/05/2018,Call,0.010,27.780,27.780,0.000,0
ANZU49,31/05/2018,Call,22.500,5.285,5.285,0.000,0
ANZU59,31/05/2018,Put,22.500,0.000,0.000,0.000,0
ANZTP9,31/05/2018,Call,23.000,4.785,4.785,0.000,0
ANZTQ9,31/05/2018,Put,23.000,0.000,0.000,0.000,0
ANZT79,31/05/2018,Call,23.500,4.290,4.290,0.000,0
ANZTA9,31/05/2018,Put,23.500,0.000,0.000,0.000,0
ANZTJ9,31/05/2018,Call,24.000,3.790,3.790,0.000,0
ANZTK9,31/05/2018,Put,24.000,0.000,0.000,0.000,0
ANZSU9,31/05/2018,Call,24.500,3.290,3.290,0.000,0
ANZSV9,31/05/2018,Put,24.500,0.000,0.000,0.000,0
ANZTN9,31/05/2018,Call,25.000,2.790,2.790,0.000,0
ANZTO9,31/05/2018,Put,25.000,0.000,0.000,0.000,0
ANZSW9,31/05/2018,Call,25.500,2.300,2.300,0.000,0
ANZSX9,31/05/2018,Put,25.500,0.000,0.000,0.000,0
ANZTH9,31/05/2018,Call,26.000,1.810,1.810,0.000,0
ANZTI9,31/05/2018,Put,26.000,0.003,0.003,0.000,0
ANZTV9,31/05/2018,Call,26.500,1.335,1.335,0.000,0
ANZTW9,31/05/2018,Put,26.500,0.015,0.015,0.000,0
ANZTF9,31/05/2018,Call,27.000,0.895,0.895,0.000,0
ANZTG9,31/05/2018,Put,27.000,0.060,0.060,0.000,20
ANZTX9,31/05/2018,Call,27.500,0.525,0.525,0.000,0
ANZTY9,31/05/2018,Put,27.500,0.185,0.185,0.000,50
ANZTZ9,31/05/2018,Call,28.000,0.255,0.255,0.000,10
ANZU19,31/05/2018,Put,28.000,0.430,0.430,0.000,0
ANZT39,31/05/2018,Call,28.500,0.105,0.105,0.000,695
ANZT49,31/05/2018,Put,28.500,0.800,0.800,0.000,0
ANZU29,31/05/2018,Call,29.000,0.040,0.040,0.000,0
ANZU39,31/05/2018,Put,29.000,1.250,1.250,0.000,0
ANZT19,31/05/2018,Call,29.500,0.015,0.015,0.000,0
ANZT29,31/05/2018,Put,29.500,1.735,1.735,0.000,0
ANZTB9,31/05/2018,Call,30.000,0.006,0.006,0.010,0
ANZTC9,31/05/2018,Put,30.000,2.230,2.230,0.000,0
ANZTR9,31/05/2018,Call,30.500,0.002,0.002,0.000,0
ANZTS9,31/05/2018,Put,30.500,2.730,2.730,0.000,0
ANZTD9,31/05/2018,Call,31.000,0.001,0.001,0.000,0
ANZTE9,31/05/2018,Put,31.000,3.230,3.230,0.000,0
ANZTT9,31/05/2018,Call,31.500,0.000,0.000,0.000,0
ANZTU9,31/05/2018,Put,31.500,3.730,3.730,0.000,0
ANZT59,31/05/2018,Call,32.000,0.000,0.000,0.000,0
ANZT69,31/05/2018,Put,32.000,4.230,4.230,0.000,0
ANZTL9,31/05/2018,Call,32.500,0.000,0.000,0.000,0
ANZTM9,31/05/2018,Put,32.500,4.730,4.730,0.000,0
ANZSY9,31/05/2018,Call,33.000,0.000,0.000,0.000,0
ANZSZ9,31/05/2018,Put,33.000,5.230,5.230,0.000,0
ANZRP7,28/06/2018,Call,0.010,27.835,27.835,0.000,250
ANZJI7,28/06/2018,Call,0.100,27.670,27.670,0.000,0
ANZJJ7,28/06/2018,Put,0.100,0.000,0.000,0.000,0
ANZJK7,28/06/2018,Call,0.110,27.660,27.660,0.000,41
ANZJL7,28/06/2018,Put,0.110,0.000,0.000,0.000,0
ANZDK7,28/06/2018,Call,10.000,17.790,17.790,0.000,0
ANZDL7,28/06/2018,Put,10.000,0.000,0.000,0.000,0
ANZR67,28/06/2018,Call,12.000,15.795,15.795,0.000,0
ANZR57,28/06/2018,Put,12.000,0.000,0.000,0.000,"1,619"
ANZE87,28/06/2018,Call,18.000,9.810,9.810,0.000,0
ANZE97,28/06/2018,Put,18.000,0.000,0.000,0.000,6
ANZZP9,28/06/2018,Call,19.000,8.810,8.810,0.000,0
ANZZQ9,28/06/2018,Put,19.000,0.000,0.000,0.000,60
ANZWL8,28/06/2018,Call,19.010,8.800,8.800,0.000,19
ANZWM8,28/06/2018,Put,19.010,0.000,0.000,0.000,0
ANZXV9,28/06/2018,Call,20.000,7.815,7.815,0.000,0
ANZXW9,28/06/2018,Put,20.000,0.000,0.000,0.000,560
ANZWN8,28/06/2018,Call,20.010,7.805,7.805,0.000,300
ANZWO8,28/06/2018,Put,20.010,0.000,0.000,0.000,0
ANZNO9,28/06/2018,Call,21.000,6.830,6.830,0.000,0
ANZNP9,28/06/2018,Put,21.000,0.000,0.000,0.000,"2,530"
ANZGN9,28/06/2018,Call,22.000,5.850,5.850,0.000,0
ANZGO9,28/06/2018,Put,22.000,0.000,0.000,0.000,"1,696"
ANZKT9,28/06/2018,Call,22.010,5.840,5.840,0.000,0
ANZKU9,28/06/2018,Put,22.010,0.000,0.000,0.000,0
ANZKV9,28/06/2018,Call,22.500,5.365,5.365,0.000,0
ANZKW9,28/06/2018,Put,22.500,0.000,0.000,0.000,0
ANZKX9,28/06/2018,Call,22.510,5.355,5.355,0.000,67
ANZKY9,28/06/2018,Put,22.510,0.000,0.000,0.000,0
ANZYR8,28/06/2018,Call,23.000,4.880,4.880,0.000,0
ANZYS8,28/06/2018,Put,23.000,0.001,0.001,0.000,139
ANZT97,28/06/2018,Call,23.010,4.870,4.870,0.000,485
ANZTA7,28/06/2018,Put,23.010,0.001,0.001,0.000,585
ANZXO8,28/06/2018,Call,23.500,4.395,4.395,0.000,0
ANZXP8,28/06/2018,Put,23.500,0.002,0.002,0.000,10
ANZKZ9,28/06/2018,Call,23.510,4.385,4.385,0.000,0
ANZL19,28/06/2018,Put,23.510,0.002,0.002,0.000,"1,000"
ANZWB8,28/06/2018,Call,24.000,3.905,3.905,0.000,0
ANZWC8,28/06/2018,Put,24.000,0.005,0.005,0.000,"1,655"
ANZTL7,28/06/2018,Call,24.010,3.900,3.900,0.000,55
ANZTM7,28/06/2018,Put,24.010,0.005,0.005,0.000,500
ANZCZ7,28/06/2018,Call,24.500,3.420,3.420,0.000,0
ANZD17,28/06/2018,Put,24.500,0.010,0.010,0.000,"2,667"
ANZFY9,28/06/2018,Call,24.510,3.410,3.410,0.000,0
ANZFZ9,28/06/2018,Put,24.510,0.010,0.010,0.000,50
ANZUP8,28/06/2018,Call,25.000,2.930,2.930,0.000,0
ANZUQ8,28/06/2018,Put,25.000,0.025,0.025,0.000,"1,137"
ANZTB7,28/06/2018,Call,25.010,2.920,2.920,0.000,320
ANZTC7,28/06/2018,Put,25.010,0.025,0.025,0.000,"1,059"
ANZQL7,28/06/2018,Call,25.500,2.445,2.445,0.000,0
ANZQM7,28/06/2018,Put,25.500,0.045,0.045,0.000,"1,198"
ANZG19,28/06/2018,Call,25.510,2.435,2.435,0.000,128
ANZG29,28/06/2018,Put,25.510,0.045,0.045,0.000,240
ANZTM8,28/06/2018,Call,26.000,1.965,1.965,0.000,0
ANZTN8,28/06/2018,Put,26.000,0.085,0.085,0.000,"9,590"
ANZTD7,28/06/2018,Call,26.010,1.960,1.960,1.920,"1,040"
ANZTE7,28/06/2018,Put,26.010,0.085,0.085,0.000,"1,812"
ANZQN7,28/06/2018,Call,26.500,1.510,1.510,0.000,466
ANZQO7,28/06/2018,Put,26.500,0.145,0.145,0.000,"4,258"
ANZQ49,28/06/2018,Call,26.510,1.500,1.500,0.000,80
ANZQ59,28/06/2018,Put,26.510,0.145,0.145,0.000,0
ANZTK8,28/06/2018,Call,27.000,1.085,1.085,0.000,75
ANZTL8,28/06/2018,Put,27.000,0.250,0.250,0.000,"4,262"
ANZTF7,28/06/2018,Call,27.010,1.075,1.075,0.000,"11,823"
ANZTG7,28/06/2018,Put,27.010,0.250,0.250,0.000,634
ANZQP7,28/06/2018,Call,27.500,0.710,0.710,0.000,440
ANZQQ7,28/06/2018,Put,27.500,0.410,0.410,0.360,"1,071"
ANZQM8,28/06/2018,Call,27.510,0.705,0.705,0.000,"2,565"
ANZQN8,28/06/2018,Put,27.510,0.410,0.410,0.000,265
ANZNP8,28/06/2018,Call,28.000,0.415,0.415,0.430,"4,489"
ANZNQ8,28/06/2018,Put,28.000,0.655,0.655,0.000,"1,579"
ANZTN7,28/06/2018,Call,28.010,0.410,0.410,0.000,"1,407"
ANZTO7,28/06/2018,Put,28.010,0.655,0.655,1.970,759
ANZQR7,28/06/2018,Call,28.500,0.210,0.210,0.220,"2,006"
ANZQS7,28/06/2018,Put,28.500,0.990,0.990,0.000,609
ANZDP8,28/06/2018,Call,28.510,0.205,0.205,0.230,483
ANZDQ8,28/06/2018,Put,28.510,0.985,0.985,0.000,194
ANZMJ8,28/06/2018,Call,29.000,0.090,0.090,0.000,"1,748"
ANZMK8,28/06/2018,Put,29.000,1.395,1.395,0.000,188
ANZTH7,28/06/2018,Call,29.010,0.085,0.085,0.000,392
ANZTI7,28/06/2018,Put,29.010,1.390,1.390,0.000,438
ANZQT7,28/06/2018,Call,29.500,0.030,0.030,0.000,110
ANZQU7,28/06/2018,Put,29.500,1.850,1.850,0.000,3
ANZIT9,28/06/2018,Call,29.510,0.030,0.030,0.000,158
ANZIU9,28/06/2018,Put,29.510,1.840,1.840,0.000,210
ANZML8,28/06/2018,Call,30.000,0.010,0.010,0.000,"1,843"
ANZMM8,28/06/2018,Put,30.000,2.330,2.330,0.000,490
ANZTP7,28/06/2018,Call,30.010,0.010,0.010,0.000,"1,132"
ANZTQ7,28/06/2018,Put,30.010,2.320,2.320,0.000,532
ANZQV7,28/06/2018,Call,30.500,0.003,0.003,0.000,"1,326"
ANZQW7,28/06/2018,Put,30.500,2.820,2.820,0.000,0
ANZSF9,28/06/2018,Call,30.510,0.003,0.003,0.000,75
ANZSG9,28/06/2018,Put,30.510,2.810,2.810,0.000,555
ANZMB8,28/06/2018,Call,31.000,0.001,0.001,0.000,"6,311"
ANZMC8,28/06/2018,Put,31.000,3.320,3.320,0.000,0
ANZTR7,28/06/2018,Call,31.010,0.001,0.001,0.000,723
ANZTS7,28/06/2018,Put,31.010,3.305,3.305,0.000,707
ANZQH7,28/06/2018,Call,31.500,0.000,0.000,0.000,120
ANZQI7,28/06/2018,Put,31.500,3.810,3.810,0.000,0
ANZWO7,28/06/2018,Call,31.510,0.000,0.000,0.000,66
ANZWP7,28/06/2018,Put,31.510,3.800,3.800,0.000,295
ANZMR8,28/06/2018,Call,32.000,0.000,0.000,0.000,"1,081"
ANZMS8,28/06/2018,Put,32.000,4.300,4.300,0.000,20
ANZTT7,28/06/2018,Call,32.010,0.000,0.000,0.000,382
ANZTU7,28/06/2018,Put,32.010,4.280,4.280,4.100,368
ANZQJ7,28/06/2018,Call,32.500,0.000,0.000,0.000,359
ANZQK7,28/06/2018,Put,32.500,4.780,4.780,0.000,150
ANZYN8,28/06/2018,Call,32.510,0.000,0.000,0.000,609
ANZYO8,28/06/2018,Put,32.510,4.760,4.760,0.000,"1,035"
ANZMN8,28/06/2018,Call,33.000,0.000,0.000,0.000,"2,736"
ANZMO8,28/06/2018,Put,33.000,5.265,5.265,0.000,80
ANZWW7,28/06/2018,Call,33.500,0.000,0.000,0.000,0
ANZWX7,28/06/2018,Put,33.500,5.755,5.755,0.000,0
ANZL29,28/06/2018,Call,33.510,0.000,0.000,0.000,0
ANZL39,28/06/2018,Put,33.510,5.730,5.730,0.000,0
ANZMF8,28/06/2018,Call,34.000,0.000,0.000,0.000,400
ANZMG8,28/06/2018,Put,34.000,6.250,6.250,0.000,0
ANZMD8,28/06/2018,Call,35.000,0.000,0.000,0.000,0
ANZME8,28/06/2018,Put,35.000,7.250,7.250,0.000,0
ANZLP8,28/06/2018,Call,36.000,0.000,0.000,0.000,10
ANZMA8,28/06/2018,Put,36.000,8.240,8.240,0.000,0
ANZMH8,28/06/2018,Call,37.000,0.000,0.000,0.000,50
ANZMI8,28/06/2018,Put,37.000,9.230,9.230,0.000,0
ANZYX7,26/07/2018,Call,0.010,27.860,27.860,0.000,0
ANZUC8,26/07/2018,Call,0.100,27.670,27.670,0.000,0
ANZUD8,26/07/2018,Put,0.100,0.000,0.000,0.000,0
ANZUE8,26/07/2018,Call,0.110,27.660,27.660,0.000,0
ANZUF8,26/07/2018,Put,0.110,0.000,0.000,0.000,0
ANZFM9,26/07/2018,Call,23.000,4.910,4.910,0.000,0
ANZFN9,26/07/2018,Put,23.000,0.008,0.008,0.000,240
ANZXQ8,26/07/2018,Call,23.500,4.435,4.435,0.000,0
ANZXR8,26/07/2018,Put,23.500,0.015,0.015,0.000,115
ANZG98,26/07/2018,Call,24.000,3.965,3.965,0.000,0
ANZGK8,26/07/2018,Put,24.000,0.030,0.030,0.000,0
ANZFI9,26/07/2018,Call,24.010,3.955,3.955,0.000,0
ANZFJ9,26/07/2018,Put,24.010,0.030,0.030,0.000,400
ANZDX8,26/07/2018,Call,24.500,3.495,3.495,0.000,0
ANZDY8,26/07/2018,Put,24.500,0.050,0.050,0.000,100
ANZFK9,26/07/2018,Call,24.510,3.485,3.485,0.000,100
ANZFL9,26/07/2018,Put,24.510,0.050,0.050,0.000,0
ANZB78,26/07/2018,Call,25.000,3.025,3.025,0.000,0
ANZB88,26/07/2018,Put,25.000,0.075,0.075,0.000,335
ANZQ69,26/07/2018,Call,25.010,3.015,3.015,0.000,0
ANZQ79,26/07/2018,Put,25.010,0.075,0.075,0.000,0
ANZYV7,26/07/2018,Call,25.500,2.550,2.550,0.000,0
ANZYW7,26/07/2018,Put,25.500,0.115,0.115,0.000,136
ANZQ89,26/07/2018,Call,25.510,2.545,2.545,0.000,0
ANZQ99,26/07/2018,Put,25.510,0.115,0.115,0.000,0
ANZYB7,26/07/2018,Call,26.000,2.090,2.090,0.000,0
ANZYC7,26/07/2018,Put,26.000,0.165,0.165,0.000,243
ANZYT7,26/07/2018,Call,26.500,1.650,1.650,0.000,15
ANZYU7,26/07/2018,Put,26.500,0.240,0.240,0.225,181
ANZYD7,26/07/2018,Call,27.000,1.240,1.240,0.000,39
ANZYE7,26/07/2018,Put,27.000,0.345,0.345,0.330,347
ANZSR9,26/07/2018,Call,27.010,1.235,1.235,0.000,0
ANZSS9,26/07/2018,Put,27.010,0.345,0.345,0.000,50
ANZYF7,26/07/2018,Call,27.500,0.885,0.885,0.000,768
ANZYG7,26/07/2018,Put,27.500,0.500,0.500,0.450,485
ANZQO8,26/07/2018,Call,27.510,0.880,0.880,0.000,"1,152"
ANZQP8,26/07/2018,Put,27.510,0.500,0.500,0.000,10
ANZYR7,26/07/2018,Call,28.000,0.590,0.590,0.000,554
