Code,Expiry Date,P/C,Exercise,Bid,Offer,Last,Open Interest
SGMQQ8,20/12/2018,Put,16.000,1.000,1.000,0.000,0
SGMQV8,20/12/2018,Call,16.500,2.015,2.015,0.000,0
SGMQW8,20/12/2018,Put,16.500,1.195,1.195,0.000,0
SGMRJ8,20/12/2018,Call,17.000,1.730,1.730,0.000,0
SGMRK8,20/12/2018,Put,17.000,1.410,1.410,0.000,0
SGMR88,20/12/2018,Call,17.500,1.475,1.475,0.000,0
SGMR98,20/12/2018,Put,17.500,1.660,1.660,0.000,0
SGMRL8,20/12/2018,Call,18.000,1.240,1.240,0.000,0
SGMRM8,20/12/2018,Put,18.000,1.925,1.925,0.000,0
SGMRF8,20/12/2018,Call,18.500,1.035,1.035,0.000,0
SGMRG8,20/12/2018,Put,18.500,2.220,2.220,0.000,0
SGMR28,20/12/2018,Call,19.000,0.860,0.860,0.000,0
SGMR38,20/12/2018,Put,19.000,2.545,2.545,0.000,0
SGMQR8,20/12/2018,Call,19.500,0.705,0.705,0.000,0
SGMQS8,20/12/2018,Put,19.500,2.890,2.890,0.000,0
SGMSF8,20/12/2018,Call,20.000,0.585,0.585,0.000,0
SGMSG8,20/12/2018,Put,20.000,3.270,3.270,0.000,0
SGMSL8,20/12/2018,Call,20.500,0.485,0.485,0.000,0
SGMSM8,20/12/2018,Put,20.500,3.665,3.665,0.000,0
SGMT28,20/12/2018,Call,21.000,0.405,0.405,0.000,0
SGMT38,20/12/2018,Put,21.000,4.080,4.080,0.000,0
SGMXL8,28/03/2019,Call,0.010,17.135,17.135,0.000,0
SGMY48,28/03/2019,Call,12.250,5.425,5.425,0.000,0
SGMY58,28/03/2019,Put,12.250,0.395,0.395,0.000,0
SGMXU8,28/03/2019,Call,12.500,5.210,5.210,0.000,0
SGMXV8,28/03/2019,Put,12.500,0.435,0.435,0.000,0
SGMXM8,28/03/2019,Call,12.750,4.995,4.995,0.000,0
SGMXN8,28/03/2019,Put,12.750,0.475,0.475,0.000,0
SGMWX8,28/03/2019,Call,13.000,4.780,4.780,0.000,0
SGMWY8,28/03/2019,Put,13.000,0.515,0.515,0.000,0
SGMXC8,28/03/2019,Call,13.250,4.575,4.575,0.000,0
SGMXD8,28/03/2019,Put,13.250,0.565,0.565,0.000,0
SGMX88,28/03/2019,Call,13.500,4.370,4.370,0.000,0
SGMX98,28/03/2019,Put,13.500,0.620,0.620,0.000,0
SGMX28,28/03/2019,Call,13.750,4.170,4.170,0.000,0
SGMX38,28/03/2019,Put,13.750,0.670,0.670,0.000,0
SGMWT8,28/03/2019,Call,14.000,3.970,3.970,0.000,0
SGMWU8,28/03/2019,Put,14.000,0.720,0.720,0.000,0
SGMXF8,28/03/2019,Call,14.250,3.780,3.780,0.000,0
SGMXG8,28/03/2019,Put,14.250,0.790,0.790,0.000,0
SGMXA8,28/03/2019,Call,14.500,3.595,3.595,0.000,0
SGMXB8,28/03/2019,Put,14.500,0.855,0.855,0.000,0
SGMX48,28/03/2019,Call,14.750,3.415,3.415,0.000,0
SGMX58,28/03/2019,Put,14.750,0.925,0.925,0.000,0
SGMWP8,28/03/2019,Call,15.000,3.235,3.235,0.000,0
SGMWQ8,28/03/2019,Put,15.000,0.995,0.995,0.000,0
SGMWV8,28/03/2019,Call,15.500,2.905,2.905,0.000,0
SGMWW8,28/03/2019,Put,15.500,1.170,1.170,0.000,0
SGMWR8,28/03/2019,Call,16.000,2.590,2.590,0.000,0
SGMWS8,28/03/2019,Put,16.000,1.355,1.355,0.000,0
SGMWZ8,28/03/2019,Call,16.500,2.300,2.300,0.000,0
SGMX18,28/03/2019,Put,16.500,1.570,1.570,0.000,0
SGMXH8,28/03/2019,Call,17.000,2.030,2.030,0.000,0
SGMXI8,28/03/2019,Put,17.000,1.795,1.795,0.000,0
SGMX68,28/03/2019,Call,17.500,1.785,1.785,0.000,0
SGMX78,28/03/2019,Put,17.500,2.050,2.050,0.000,0
SGMXJ8,28/03/2019,Call,18.000,1.555,1.555,0.000,0
SGMXK8,28/03/2019,Put,18.000,2.320,2.320,0.000,0
SGMY68,28/03/2019,Call,18.500,1.350,1.350,0.000,0
SGMY78,28/03/2019,Put,18.500,2.615,2.615,0.000,0
SGMY88,28/03/2019,Call,19.000,1.165,1.165,0.000,0
SGMY98,28/03/2019,Put,19.000,2.930,2.930,0.000,0
SGMYA8,28/03/2019,Call,19.500,1.005,1.005,0.000,0
SGMYB8,28/03/2019,Put,19.500,3.270,3.270,0.000,0
SGMZB8,28/03/2019,Call,20.000,0.860,0.860,0.000,0
SGMZC8,28/03/2019,Put,20.000,3.625,3.625,0.000,0
SGMZF8,28/03/2019,Call,20.500,0.745,0.745,0.000,0
SGMZG8,28/03/2019,Put,20.500,4.005,4.005,0.000,0
SGPQ67,24/05/2018,Call,0.010,4.170,4.170,0.000,0
SGPV37,24/05/2018,Call,3.200,0.985,0.985,0.000,0
SGPV47,24/05/2018,Put,3.200,0.000,0.000,0.000,0
SGPUI7,24/05/2018,Call,3.300,0.885,0.885,0.000,0
SGPUJ7,24/05/2018,Put,3.300,0.000,0.000,0.000,0
SGPU47,24/05/2018,Call,3.400,0.785,0.785,0.000,0
SGPU57,24/05/2018,Put,3.400,0.000,0.000,0.000,0
SGPSX7,24/05/2018,Call,3.500,0.685,0.685,0.000,0
SGPSY7,24/05/2018,Put,3.500,0.000,0.000,0.000,0
SGPSR7,24/05/2018,Call,3.600,0.585,0.585,0.000,0
SGPSS7,24/05/2018,Put,3.600,0.000,0.000,0.000,0
SGPSF7,24/05/2018,Call,3.700,0.485,0.485,0.000,0
SGPSG7,24/05/2018,Put,3.700,0.000,0.000,0.000,0
SGPS97,24/05/2018,Call,3.800,0.385,0.385,0.000,100
SGPSA7,24/05/2018,Put,3.800,0.000,0.000,0.000,28
SGPPX7,24/05/2018,Call,3.900,0.285,0.285,0.000,0
SGPPY7,24/05/2018,Put,3.900,0.000,0.000,0.000,"12,230"
SGPP37,24/05/2018,Call,4.000,0.190,0.190,0.000,195
SGPP47,24/05/2018,Put,4.000,0.001,0.001,0.000,0
SGPPZ7,24/05/2018,Call,4.100,0.100,0.100,0.000,166
SGPQ17,24/05/2018,Put,4.100,0.010,0.010,0.000,1
SGPP57,24/05/2018,Call,4.200,0.035,0.035,0.000,719
SGPP67,24/05/2018,Put,4.200,0.050,0.050,0.000,436
SGPPV7,24/05/2018,Call,4.300,0.007,0.007,0.000,"8,249"
SGPPW7,24/05/2018,Put,4.300,0.125,0.125,0.000,0
SGPP77,24/05/2018,Call,4.400,0.001,0.001,0.000,0
SGPP87,24/05/2018,Put,4.400,0.220,0.220,0.000,0
SGPQ27,24/05/2018,Call,4.500,0.000,0.000,0.000,0
SGPQ37,24/05/2018,Put,4.500,0.320,0.320,0.000,0
SGPP97,24/05/2018,Call,4.600,0.000,0.000,0.000,0
SGPPK7,24/05/2018,Put,4.600,0.420,0.420,0.000,0
SGPQ47,24/05/2018,Call,4.700,0.000,0.000,0.000,0
SGPQ57,24/05/2018,Put,4.700,0.520,0.520,0.000,30
SGPPL7,24/05/2018,Call,4.800,0.000,0.000,0.000,0
SGPPM7,24/05/2018,Put,4.800,0.620,0.620,0.000,0
SGPPT7,24/05/2018,Call,4.900,0.000,0.000,0.000,150
SGPPU7,24/05/2018,Put,4.900,0.720,0.720,0.000,0
SGPPN7,24/05/2018,Call,5.000,0.000,0.000,0.000,0
SGPPO7,24/05/2018,Put,5.000,0.820,0.820,0.000,0
SGPPP7,24/05/2018,Call,5.250,0.000,0.000,0.000,0
SGPPQ7,24/05/2018,Put,5.250,1.070,1.070,0.000,0
SGPPR7,24/05/2018,Call,5.500,0.000,0.000,0.000,0
SGPPS7,24/05/2018,Put,5.500,1.320,1.320,0.000,0
SGPP17,24/05/2018,Call,5.750,0.000,0.000,0.000,0
SGPP27,24/05/2018,Put,5.750,1.570,1.570,0.000,0
SGPQF7,24/05/2018,Call,6.000,0.000,0.000,0.000,0
SGPQG7,24/05/2018,Put,6.000,1.820,1.820,0.000,0
SGPQR7,24/05/2018,Call,6.250,0.000,0.000,0.000,0
SGPQS7,24/05/2018,Put,6.250,2.070,2.070,0.000,0
SGPGP7,28/06/2018,Call,0.010,4.040,4.040,0.000,0
SGPV57,28/06/2018,Call,3.200,0.990,0.990,0.000,0
SGPV67,28/06/2018,Put,3.200,0.000,0.000,0.000,0
SGPUK7,28/06/2018,Call,3.300,0.890,0.890,0.000,0
SGPUL7,28/06/2018,Put,3.300,0.000,0.000,0.000,0
SGPVZ9,28/06/2018,Call,3.400,0.790,0.790,0.000,0
SGPW19,28/06/2018,Put,3.400,0.000,0.000,0.000,227
SGPIW7,28/06/2018,Call,3.500,0.690,0.690,0.000,10
SGPIX7,28/06/2018,Put,3.500,0.000,0.000,0.000,0
SGPVV9,28/06/2018,Call,3.600,0.590,0.590,0.000,0
SGPVW9,28/06/2018,Put,3.600,0.001,0.001,0.000,31
SGPGY7,28/06/2018,Call,3.700,0.495,0.495,0.000,0
SGPGZ7,28/06/2018,Put,3.700,0.004,0.004,0.000,0
SGPV89,28/06/2018,Call,3.800,0.395,0.395,0.000,0
SGPV99,28/06/2018,Put,3.800,0.010,0.010,0.000,"1,100"
SGPFM7,28/06/2018,Call,3.900,0.300,0.300,0.000,0
SGPFN7,28/06/2018,Put,3.900,0.030,0.030,0.000,900
SGPVE9,28/06/2018,Call,4.000,0.215,0.215,0.000,0
SGPVF9,28/06/2018,Put,4.000,0.060,0.060,0.000,"1,000"
SGPFU7,28/06/2018,Call,4.100,0.135,0.135,0.000,0
SGPFV7,28/06/2018,Put,4.100,0.110,0.110,0.000,90
SGPS37,28/06/2018,Call,4.110,0.060,0.060,0.000,80
SGPS47,28/06/2018,Put,4.110,0.115,0.115,0.000,200
SGPVC9,28/06/2018,Call,4.200,0.075,0.075,0.000,320
SGPVD9,28/06/2018,Put,4.200,0.175,0.175,0.000,260
SGPS57,28/06/2018,Call,4.210,0.030,0.030,0.000,0
SGPS67,28/06/2018,Put,4.210,0.185,0.185,0.000,100
SGPFS7,28/06/2018,Call,4.300,0.035,0.035,0.000,80
SGPFT7,28/06/2018,Put,4.300,0.260,0.260,0.000,"3,050"
SGPS77,28/06/2018,Call,4.310,0.010,0.010,0.000,0
SGPS87,28/06/2018,Put,4.310,0.270,0.270,0.000,100
SGPVG9,28/06/2018,Call,4.400,0.015,0.015,0.000,0
SGPVH9,28/06/2018,Put,4.400,0.355,0.355,0.000,"1,052"
SGPFO7,28/06/2018,Call,4.500,0.005,0.005,0.000,0
SGPFP7,28/06/2018,Put,4.500,0.450,0.450,0.000,0
SGPV69,28/06/2018,Call,4.600,0.001,0.001,0.000,50
SGPV79,28/06/2018,Put,4.600,0.550,0.550,0.000,200
SGPFQ7,28/06/2018,Call,4.700,0.000,0.000,0.000,25
SGPFR7,28/06/2018,Put,4.700,0.650,0.650,0.000,0
SGPVI9,28/06/2018,Call,4.800,0.000,0.000,0.000,80
SGPVJ9,28/06/2018,Put,4.800,0.750,0.750,0.000,80
SGPFK7,28/06/2018,Call,4.900,0.000,0.000,0.000,0
SGPFL7,28/06/2018,Put,4.900,0.850,0.850,0.000,0
SGPVA9,28/06/2018,Call,5.000,0.000,0.000,0.000,80
SGPVB9,28/06/2018,Put,5.000,0.950,0.950,0.000,0
SGPFI7,28/06/2018,Call,5.250,0.000,0.000,0.000,0
SGPFJ7,28/06/2018,Put,5.250,1.200,1.200,0.000,0
SGPV49,28/06/2018,Call,5.500,0.000,0.000,0.000,0
SGPV59,28/06/2018,Put,5.500,1.450,1.450,0.000,0
SGPNQ7,28/06/2018,Call,5.750,0.000,0.000,0.000,0
SGPNR7,28/06/2018,Put,5.750,1.695,1.695,0.000,0
SGPVK9,28/06/2018,Call,6.000,0.000,0.000,0.000,0
SGPVL9,28/06/2018,Put,6.000,1.945,1.945,0.000,5
SGPQT7,28/06/2018,Call,6.250,0.000,0.000,0.000,0
SGPQU7,28/06/2018,Put,6.250,2.195,2.195,0.000,0
SGPY39,28/06/2018,Call,6.500,0.000,0.000,0.000,0
SGPY49,28/06/2018,Put,6.500,2.445,2.445,0.000,0
SGPBI7,28/06/2018,Call,7.000,0.000,0.000,0.000,0
SGPBJ7,28/06/2018,Put,7.000,2.945,2.945,0.000,0
SGPTW7,26/07/2018,Call,0.010,4.045,4.045,0.000,0
SGPV77,26/07/2018,Call,3.200,0.990,0.990,0.000,0
SGPV87,26/07/2018,Put,3.200,0.000,0.000,0.000,0
SGPUM7,26/07/2018,Call,3.300,0.890,0.890,0.000,0
SGPUN7,26/07/2018,Put,3.300,0.000,0.000,0.000,0
SGPU67,26/07/2018,Call,3.400,0.790,0.790,0.000,0
SGPU77,26/07/2018,Put,3.400,0.000,0.000,0.000,0
SGPTX7,26/07/2018,Call,3.500,0.690,0.690,0.000,0
SGPTY7,26/07/2018,Put,3.500,0.002,0.002,0.000,0
SGPT27,26/07/2018,Call,3.600,0.590,0.590,0.000,0
SGPT37,26/07/2018,Put,3.600,0.004,0.004,0.000,0
SGPTI7,26/07/2018,Call,3.700,0.495,0.495,0.000,0
SGPTJ7,26/07/2018,Put,3.700,0.010,0.010,0.000,0
SGPT47,26/07/2018,Call,3.800,0.395,0.395,0.000,0
SGPT57,26/07/2018,Put,3.800,0.025,0.025,0.000,0
SGPTK7,26/07/2018,Call,3.900,0.300,0.300,0.000,0
SGPTL7,26/07/2018,Put,3.900,0.045,0.045,0.000,0
SGPT67,26/07/2018,Call,4.000,0.215,0.215,0.000,0
SGPT77,26/07/2018,Put,4.000,0.080,0.080,0.000,0
SGPXS7,26/07/2018,Call,4.010,0.135,0.135,0.000,0
SGPXT7,26/07/2018,Put,4.010,0.085,0.085,0.000,0
SGPTM7,26/07/2018,Call,4.100,0.135,0.135,0.000,0
SGPTN7,26/07/2018,Put,4.100,0.130,0.130,0.000,15
SGPWB7,26/07/2018,Call,4.110,0.085,0.085,0.000,250
SGPWC7,26/07/2018,Put,4.110,0.135,0.135,0.000,0
SGPT87,26/07/2018,Call,4.200,0.080,0.080,0.000,50
SGPT97,26/07/2018,Put,4.200,0.190,0.190,0.000,0
SGPWD7,26/07/2018,Call,4.210,0.045,0.045,0.000,0
SGPWE7,26/07/2018,Put,4.210,0.195,0.195,0.000,0
SGPTO7,26/07/2018,Call,4.300,0.040,0.040,0.000,0
SGPTP7,26/07/2018,Put,4.300,0.270,0.270,0.000,0
SGPTA7,26/07/2018,Call,4.400,0.020,0.020,0.000,0
SGPTB7,26/07/2018,Put,4.400,0.355,0.355,0.000,422
SGPTQ7,26/07/2018,Call,4.500,0.007,0.007,0.000,0
SGPTR7,26/07/2018,Put,4.500,0.450,0.450,0.000,0
SGPWF7,26/07/2018,Call,4.510,0.005,0.005,0.000,0
SGPWG7,26/07/2018,Put,4.510,0.455,0.455,0.000,0
SGPTC7,26/07/2018,Call,4.600,0.003,0.003,0.000,0
SGPTD7,26/07/2018,Put,4.600,0.550,0.550,0.000,0
SGPTS7,26/07/2018,Call,4.700,0.001,0.001,0.000,0
SGPTT7,26/07/2018,Put,4.700,0.650,0.650,0.000,0
SGPTE7,26/07/2018,Call,4.800,0.000,0.000,0.000,0
SGPTF7,26/07/2018,Put,4.800,0.750,0.750,0.000,0
SGPTU7,26/07/2018,Call,4.900,0.000,0.000,0.000,0
SGPTV7,26/07/2018,Put,4.900,0.850,0.850,0.000,0
SGPTG7,26/07/2018,Call,5.000,0.000,0.000,0.000,0
SGPTH7,26/07/2018,Put,5.000,0.950,0.950,0.000,0
SGPW87,30/08/2018,Call,0.010,4.050,4.050,0.000,0
SGPXQ7,30/08/2018,Call,3.200,0.990,0.990,0.000,0
SGPXR7,30/08/2018,Put,3.200,0.000,0.000,0.000,0
SGPVD7,30/08/2018,Call,3.300,0.890,0.890,0.000,0
SGPVE7,30/08/2018,Put,3.300,0.001,0.001,0.000,0
SGPVF7,30/08/2018,Call,3.400,0.790,0.790,0.000,0
SGPVG7,30/08/2018,Put,3.400,0.002,0.002,0.000,0
SGPVT7,30/08/2018,Call,3.500,0.690,0.690,0.000,0
SGPVU7,30/08/2018,Put,3.500,0.005,0.005,0.000,0
SGPVH7,30/08/2018,Call,3.600,0.590,0.590,0.000,0
SGPVI7,30/08/2018,Put,3.600,0.010,0.010,0.000,0
SGPVV7,30/08/2018,Call,3.700,0.495,0.495,0.000,0
SGPVW7,30/08/2018,Put,3.700,0.020,0.020,0.000,0
SGPVJ7,30/08/2018,Call,3.800,0.400,0.400,0.000,0
SGPVK7,30/08/2018,Put,3.800,0.040,0.040,0.000,0
SGPVX7,30/08/2018,Call,3.900,0.305,0.305,0.000,0
SGPVY7,30/08/2018,Put,3.900,0.065,0.065,0.000,0
SGPVL7,30/08/2018,Call,4.000,0.225,0.225,0.000,0
SGPVM7,30/08/2018,Put,4.000,0.100,0.100,0.000,0
SGPVZ7,30/08/2018,Call,4.100,0.150,0.150,0.000,0
SGPW17,30/08/2018,Put,4.100,0.150,0.150,0.000,0
SGPVN7,30/08/2018,Call,4.200,0.095,0.095,0.000,0
SGPVO7,30/08/2018,Put,4.200,0.210,0.210,0.000,49
SGPW27,30/08/2018,Call,4.300,0.060,0.060,0.000,0
SGPW37,30/08/2018,Put,4.300,0.285,0.285,0.000,0
SGPVP7,30/08/2018,Call,4.400,0.035,0.035,0.000,0
SGPVQ7,30/08/2018,Put,4.400,0.365,0.365,0.000,0
SGPW47,30/08/2018,Call,4.500,0.020,0.020,0.000,0
SGPW57,30/08/2018,Put,4.500,0.455,0.455,0.000,0
SGPVR7,30/08/2018,Call,4.600,0.010,0.010,0.000,0
SGPVS7,30/08/2018,Put,4.600,0.550,0.550,0.000,0
SGPW67,30/08/2018,Call,4.700,0.005,0.005,0.000,0
SGPW77,30/08/2018,Put,4.700,0.650,0.650,0.000,0
SGPW97,30/08/2018,Call,4.800,0.003,0.003,0.000,0
SGPWA7,30/08/2018,Put,4.800,0.750,0.750,0.000,0
SGPWH7,30/08/2018,Call,4.900,0.001,0.001,0.000,0
SGPWI7,30/08/2018,Put,4.900,0.850,0.850,0.000,0
SGPZ17,30/08/2018,Call,5.000,0.001,0.001,0.000,0
SGPZ27,30/08/2018,Put,5.000,0.950,0.950,0.000,0
SGPM37,27/09/2018,Call,0.010,4.060,4.060,0.000,0
SGPV97,27/09/2018,Call,3.200,0.990,0.990,0.000,0
SGPVA7,27/09/2018,Put,3.200,0.001,0.001,0.000,0
SGPUO7,27/09/2018,Call,3.300,0.890,0.890,0.000,0
SGPUP7,27/09/2018,Put,3.300,0.002,0.002,0.000,0
SGPIG7,27/09/2018,Call,3.400,0.790,0.790,0.000,0
SGPIH7,27/09/2018,Put,3.400,0.004,0.004,0.000,0
SGPM87,27/09/2018,Call,3.500,0.690,0.690,0.000,0
SGPM97,27/09/2018,Put,3.500,0.009,0.009,0.000,0
SGPI17,27/09/2018,Call,3.600,0.590,0.590,0.000,0
SGPI27,27/09/2018,Put,3.600,0.015,0.015,0.000,0
SGPXK7,27/09/2018,Call,3.610,0.495,0.495,0.000,0
SGPXL7,27/09/2018,Put,3.610,0.020,0.020,0.000,0
SGPLF7,27/09/2018,Call,3.700,0.495,0.495,0.000,0
SGPLG7,27/09/2018,Put,3.700,0.030,0.030,0.000,1
SGPXM7,27/09/2018,Call,3.710,0.410,0.410,0.000,0
SGPXN7,27/09/2018,Put,3.710,0.030,0.030,0.000,200
SGPZX9,27/09/2018,Call,3.800,0.400,0.400,0.000,0
SGPZY9,27/09/2018,Put,3.800,0.050,0.050,0.000,0
SGPXO7,27/09/2018,Call,3.810,0.325,0.325,0.000,0
SGPXP7,27/09/2018,Put,3.810,0.055,0.055,0.000,0
SGPL97,27/09/2018,Call,3.900,0.310,0.310,0.000,0
SGPLA7,27/09/2018,Put,3.900,0.080,0.080,0.000,0
SGPSJ7,27/09/2018,Call,3.910,0.250,0.250,0.000,0
SGPSK7,27/09/2018,Put,3.910,0.080,0.080,0.000,0
SGPZM9,27/09/2018,Call,4.000,0.230,0.230,0.000,0
SGPZN9,27/09/2018,Put,4.000,0.120,0.120,0.000,"1,120"
SGPSL7,27/09/2018,Call,4.010,0.190,0.190,0.000,0
SGPSM7,27/09/2018,Put,4.010,0.120,0.120,0.000,100
SGPLD7,27/09/2018,Call,4.100,0.160,0.160,0.000,0
SGPLE7,27/09/2018,Put,4.100,0.165,0.165,0.000,400
SGPSN7,27/09/2018,Call,4.110,0.135,0.135,0.000,150
SGPSO7,27/09/2018,Put,4.110,0.170,0.170,0.000,100
SGPZK9,27/09/2018,Call,4.200,0.110,0.110,0.000,0
SGPZL9,27/09/2018,Put,4.200,0.225,0.225,0.000,223
SGPL57,27/09/2018,Call,4.300,0.070,0.070,0.000,0
SGPL67,27/09/2018,Put,4.300,0.295,0.295,0.000,0
SGPZO9,27/09/2018,Call,4.400,0.045,0.045,0.000,0
SGPZP9,27/09/2018,Put,4.400,0.375,0.375,0.000,"1,050"
SGPLB7,27/09/2018,Call,4.500,0.025,0.025,0.000,0
SGPLC7,27/09/2018,Put,4.500,0.465,0.465,0.000,0
SGPZI9,27/09/2018,Call,4.600,0.015,0.015,0.000,136
SGPZJ9,27/09/2018,Put,4.600,0.555,0.555,0.000,0
SGPLH7,27/09/2018,Call,4.700,0.009,0.009,0.000,0
SGPLI7,27/09/2018,Put,4.700,0.650,0.650,0.000,0
SGPZQ9,27/09/2018,Call,4.800,0.005,0.005,0.000,200
SGPZR9,27/09/2018,Put,4.800,0.750,0.750,0.000,0
SGPL77,27/09/2018,Call,4.900,0.003,0.003,0.000,0
SGPL87,27/09/2018,Put,4.900,0.850,0.850,0.000,0
SGPZG9,27/09/2018,Call,5.000,0.002,0.002,0.000,120
SGPZH9,27/09/2018,Put,5.000,0.950,0.950,0.000,0
SGPMA7,27/09/2018,Call,5.250,0.000,0.000,0.000,0
SGPMB7,27/09/2018,Put,5.250,1.195,1.195,0.000,0
SGPZE9,27/09/2018,Call,5.500,0.000,0.000,0.000,0
SGPZF9,27/09/2018,Put,5.500,1.445,1.445,0.000,0
SGPNS7,27/09/2018,Call,5.750,0.000,0.000,0.000,0
SGPNT7,27/09/2018,Put,5.750,1.695,1.695,0.000,0
SGPZS9,27/09/2018,Call,6.000,0.000,0.000,0.000,0
SGPZT9,27/09/2018,Put,6.000,1.945,1.945,0.000,0
SGPQV7,27/09/2018,Call,6.250,0.000,0.000,0.000,0
SGPQW7,27/09/2018,Put,6.250,2.195,2.195,0.000,0
SGPZC9,27/09/2018,Call,6.500,0.000,0.000,0.000,0
SGPZD9,27/09/2018,Put,6.500,2.445,2.445,0.000,0
SGPBK7,27/09/2018,Call,7.000,0.000,0.000,0.000,0
SGPBL7,27/09/2018,Put,7.000,2.945,2.945,0.000,0
SGPYQ7,25/10/2018,Call,0.010,4.065,4.065,0.000,0
SGPXU7,25/10/2018,Call,3.300,0.890,0.890,0.000,0
SGPXV7,25/10/2018,Put,3.300,0.005,0.005,0.000,0
SGPXW7,25/10/2018,Call,3.400,0.790,0.790,0.000,0
SGPXY7,25/10/2018,Put,3.400,0.010,0.010,0.000,0
SGPYC7,25/10/2018,Call,3.500,0.690,0.690,0.000,0
SGPYD7,25/10/2018,Put,3.500,0.020,0.020,0.000,0
SGPXZ7,25/10/2018,Call,3.600,0.590,0.590,0.000,0
SGPY17,25/10/2018,Put,3.600,0.030,0.030,0.000,0
SGPYE7,25/10/2018,Call,3.700,0.495,0.495,0.000,0
SGPYF7,25/10/2018,Put,3.700,0.045,0.045,0.000,0
SGPY27,25/10/2018,Call,3.800,0.405,0.405,0.000,0
SGPY37,25/10/2018,Put,3.800,0.070,0.070,0.000,0
SGPYG7,25/10/2018,Call,3.900,0.315,0.315,0.000,0
SGPYH7,25/10/2018,Put,3.900,0.100,0.100,0.000,0
SGPY47,25/10/2018,Call,4.000,0.240,0.240,0.000,0
SGPY57,25/10/2018,Put,4.000,0.135,0.135,0.000,0
SGPYI7,25/10/2018,Call,4.100,0.175,0.175,0.000,0
SGPYJ7,25/10/2018,Put,4.100,0.185,0.185,0.000,0
SGPY67,25/10/2018,Call,4.200,0.125,0.125,0.000,0
SGPY77,25/10/2018,Put,4.200,0.240,0.240,0.000,0
SGPYK7,25/10/2018,Call,4.300,0.085,0.085,0.000,0
SGPYL7,25/10/2018,Put,4.300,0.310,0.310,0.000,0
SGPY87,25/10/2018,Call,4.400,0.060,0.060,0.000,0
SGPY97,25/10/2018,Put,4.400,0.385,0.385,0.000,0
SGPYM7,25/10/2018,Call,4.500,0.040,0.040,0.000,0
SGPYN7,25/10/2018,Put,4.500,0.470,0.470,0.000,0
SGPYA7,25/10/2018,Call,4.600,0.025,0.025,0.000,0
SGPYB7,25/10/2018,Put,4.600,0.560,0.560,0.000,0
SGPYO7,25/10/2018,Call,4.700,0.015,0.015,0.000,0
SGPYP7,25/10/2018,Put,4.700,0.655,0.655,0.000,0
SGPYR7,25/10/2018,Call,4.800,0.010,0.010,0.000,0
SGPYS7,25/10/2018,Put,4.800,0.750,0.750,0.000,0
SGPYV7,25/10/2018,Call,4.900,0.007,0.007,0.000,0
SGPYW7,25/10/2018,Put,4.900,0.850,0.850,0.000,0
SGPZ37,25/10/2018,Call,5.000,0.004,0.004,0.000,0
SGPZ47,25/10/2018,Put,5.000,0.950,0.950,0.000,0
SGPS27,20/12/2018,Call,0.010,4.080,4.080,0.000,0
SGPVB7,20/12/2018,Call,3.200,0.990,0.990,0.000,0
SGPVC7,20/12/2018,Put,3.200,0.009,0.009,0.000,0
SGPUQ7,20/12/2018,Call,3.300,0.890,0.890,0.000,0
SGPUR7,20/12/2018,Put,3.300,0.015,0.015,0.000,2
SGPII7,20/12/2018,Call,3.400,0.790,0.790,0.000,0
SGPIJ7,20/12/2018,Put,3.400,0.025,0.025,0.000,20
SGPSZ7,20/12/2018,Call,3.500,0.695,0.695,0.000,0
SGPT17,20/12/2018,Put,3.500,0.035,0.035,0.000,0
SGPI37,20/12/2018,Call,3.600,0.595,0.595,0.000,0
SGPI47,20/12/2018,Put,3.600,0.050,0.050,0.000,0
SGPSH7,20/12/2018,Call,3.700,0.505,0.505,0.000,0
SGPSI7,20/12/2018,Put,3.700,0.070,0.070,0.000,0
SGPFY7,20/12/2018,Call,3.800,0.415,0.415,0.000,0
SGPFZ7,20/12/2018,Put,3.800,0.095,0.095,0.000,0
SGPQZ7,20/12/2018,Call,3.900,0.335,0.335,0.000,0
SGPR17,20/12/2018,Put,3.900,0.125,0.125,0.000,0
SGPG17,20/12/2018,Call,4.000,0.265,0.265,0.000,0
SGPG27,20/12/2018,Put,4.000,0.160,0.160,0.000,320
SGPR27,20/12/2018,Call,4.100,0.205,0.205,0.000,24
SGPR37,20/12/2018,Put,4.100,0.205,0.205,0.000,0
SGPG37,20/12/2018,Call,4.200,0.155,0.155,0.000,0
SGPG47,20/12/2018,Put,4.200,0.260,0.260,0.000,100
SGPR47,20/12/2018,Call,4.300,0.115,0.115,0.000,0
SGPR57,20/12/2018,Put,4.300,0.325,0.325,0.000,0
SGPG57,20/12/2018,Call,4.400,0.085,0.085,0.000,267
SGPG67,20/12/2018,Put,4.400,0.395,0.395,0.000,22
SGPR67,20/12/2018,Call,4.500,0.065,0.065,0.000,43
SGPR77,20/12/2018,Put,4.500,0.475,0.475,0.000,0
SGPG77,20/12/2018,Call,4.600,0.045,0.045,0.000,0
SGPG87,20/12/2018,Put,4.600,0.565,0.565,0.000,0
SGPR87,20/12/2018,Call,4.700,0.035,0.035,0.000,0
SGPR97,20/12/2018,Put,4.700,0.655,0.655,0.000,0
SGPG97,20/12/2018,Call,4.800,0.025,0.025,0.000,50
SGPGK7,20/12/2018,Put,4.800,0.750,0.750,0.000,0
SGPRF7,20/12/2018,Call,4.900,0.015,0.015,0.000,0
